Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
Afghanistan,AFG,2021-02-22,0,
Afghanistan,AFG,2021-02-28,0.02,
Afghanistan,AFG,2021-03-16,0.13,
Afghanistan,AFG,2021-04-07,0.29,
Afghanistan,AFG,2021-04-22,0.58,
Afghanistan,AFG,2021-05-11,1.09,
Afghanistan,AFG,2021-05-20,1.14,
Afghanistan,AFG,2021-05-24,1.16,
Afghanistan,AFG,2021-05-26,1.17,
Afghanistan,AFG,2021-05-27,1.17,
Afghanistan,AFG,2021-05-30,1.17,
Afghanistan,AFG,2021-06-02,1.17,
Afghanistan,AFG,2021-06-03,1.17,
Afghanistan,AFG,2021-06-08,1.17,
Afghanistan,AFG,2021-06-14,1.18,
Afghanistan,AFG,2021-06-22,1.42,
Afghanistan,AFG,2021-06-27,1.58,
Afghanistan,AFG,2021-06-30,1.7,
Afghanistan,AFG,2021-07-05,1.77,
Afghanistan,AFG,2021-07-07,1.79,
Afghanistan,AFG,2021-07-11,1.81,
Afghanistan,AFG,2021-08-20,1.87,
Afghanistan,AFG,2021-08-31,1.88,
Afghanistan,AFG,2021-09-30,2.01,
Afghanistan,AFG,2021-11-14,8.58,
Afghanistan,AFG,2021-12-27,10.07,
Afghanistan,AFG,2022-01-09,10.6,
Afghanistan,AFG,2022-01-11,10.65,
Afghanistan,AFG,2022-01-13,10.71,
Afghanistan,AFG,2022-01-17,10.78,
Afghanistan,AFG,2022-01-19,10.82,
Afghanistan,AFG,2022-01-24,10.91,
Afghanistan,AFG,2022-01-26,10.97,
Afghanistan,AFG,2022-01-27,10.98,
Afghanistan,AFG,2022-01-31,11.07,
Afghanistan,AFG,2022-02-02,11.13,
Afghanistan,AFG,2022-02-07,11.27,
Afghanistan,AFG,2022-02-14,11.48,
Afghanistan,AFG,2022-02-20,11.67,
Afghanistan,AFG,2022-02-27,11.93,
Afghanistan,AFG,2022-03-06,12.04,
Afghanistan,AFG,2022-03-17,12.32,
Afghanistan,AFG,2022-03-22,12.36,
Afghanistan,AFG,2022-04-04,12.61,
Afghanistan,AFG,2022-04-14,12.76,
Afghanistan,AFG,2022-04-18,12.77,
Afghanistan,AFG,2022-04-26,12.85,
Afghanistan,AFG,2022-04-27,12.85,
Afghanistan,AFG,2022-05-05,12.93,
Afghanistan,AFG,2022-05-08,12.94,
Afghanistan,AFG,2022-05-10,12.95,
Afghanistan,AFG,2022-05-15,13.03,
Afghanistan,AFG,2022-05-23,13.15,
Afghanistan,AFG,2022-06-01,13.27,
Afghanistan,AFG,2022-06-15,13.55,
Afghanistan,AFG,2022-06-21,13.69,
Afghanistan,AFG,2022-06-30,13.89,
Afghanistan,AFG,2022-07-10,13.99,
Afghanistan,AFG,2022-07-17,14.51,
Afghanistan,AFG,2022-07-19,17.36,
Afghanistan,AFG,2022-07-27,17.74,
Afghanistan,AFG,2022-08-07,22.04,
Afghanistan,AFG,2022-08-15,25.42,
Afghanistan,AFG,2022-08-22,25.81,
Afghanistan,AFG,2022-08-31,26.09,
Afghanistan,AFG,2022-09-04,26.13,
Afghanistan,AFG,2022-09-11,26.32,
Afghanistan,AFG,2022-09-12,26.33,
Afghanistan,AFG,2022-09-19,26.44,
Afghanistan,AFG,2022-09-26,26.55,
Afghanistan,AFG,2022-09-28,26.57,
Afghanistan,AFG,2022-10-04,26.65,
Afghanistan,AFG,2022-10-11,26.71,
Afghanistan,AFG,2022-10-16,26.78,
Afghanistan,AFG,2022-10-24,26.95,
Afghanistan,AFG,2022-11-01,27.06,
Afghanistan,AFG,2022-11-02,27.15,
Afghanistan,AFG,2022-11-08,27.22,
Afghanistan,AFG,2022-11-15,27.29,
Afghanistan,AFG,2022-11-16,27.32,
Afghanistan,AFG,2022-11-27,27.46,
Afghanistan,AFG,2022-12-05,27.53,
Afghanistan,AFG,2022-12-22,27.86,
Afghanistan,AFG,2023-01-06,28.04,
Afghanistan,AFG,2023-01-16,28.22,
Afghanistan,AFG,2023-01-22,28.38,
Afghanistan,AFG,2023-01-29,28.41,
Afghanistan,AFG,2023-02-12,28.6,
Afghanistan,AFG,2023-02-14,28.65,
Afghanistan,AFG,2023-02-19,30.1,
Afghanistan,AFG,2023-02-23,30.64,
Afghanistan,AFG,2023-02-26,32.08,
Afghanistan,AFG,2023-02-28,32.68,
Afghanistan,AFG,2023-03-05,34.18,
Afghanistan,AFG,2023-03-12,34.67,
Afghanistan,AFG,2023-03-14,34.67,
Afghanistan,AFG,2023-03-19,35.1,
Afghanistan,AFG,2023-03-21,35.12,
Afghanistan,AFG,2023-03-26,35.15,
Afghanistan,AFG,2023-03-28,35.15,
Afghanistan,AFG,2023-04-02,35.32,
Afghanistan,AFG,2023-04-09,35.4,
Afghanistan,AFG,2023-04-11,35.53,
Afghanistan,AFG,2023-04-16,35.6,
Afghanistan,AFG,2023-04-18,35.79,
Afghanistan,AFG,2023-04-24,35.82,
Afghanistan,AFG,2023-04-25,35.83,
Afghanistan,AFG,2023-04-30,35.93,
Afghanistan,AFG,2023-05-03,35.96,
Afghanistan,AFG,2023-05-09,36.04,
Afghanistan,AFG,2023-05-14,36.23,
Afghanistan,AFG,2023-05-16,36.35,
Afghanistan,AFG,2023-05-21,36.97,
Afghanistan,AFG,2023-05-29,38.6,
Afghanistan,AFG,2023-06-06,40.78,
Afghanistan,AFG,2023-06-11,41.28,
Afghanistan,AFG,2023-06-13,41.3,
Afghanistan,AFG,2023-06-18,41.74,
Africa,,2021-01-09,0,
Africa,,2021-01-10,0,
Africa,,2021-01-11,0,
Africa,,2021-01-12,0,
Africa,,2021-01-13,0,
Africa,,2021-01-14,0,
Africa,,2021-01-15,0,
Africa,,2021-01-16,0,
Africa,,2021-01-17,0,
Africa,,2021-01-18,0,
Africa,,2021-01-19,0,
Africa,,2021-01-20,0,
Africa,,2021-01-21,0,
Africa,,2021-01-22,0,
Africa,,2021-01-23,0,
Africa,,2021-01-24,0,
Africa,,2021-01-25,0,
Africa,,2021-01-26,0,
Africa,,2021-01-27,0,
Africa,,2021-01-28,0,
Africa,,2021-01-29,0,
Africa,,2021-01-30,0,
Africa,,2021-01-31,0,
Africa,,2021-02-01,0,
Africa,,2021-02-02,0,
Africa,,2021-02-03,0,
Africa,,2021-02-04,0,
Africa,,2021-02-05,0,
Africa,,2021-02-06,0,
Africa,,2021-02-07,0,
Africa,,2021-02-08,0,
Africa,,2021-02-09,0,
Africa,,2021-02-10,0,
Africa,,2021-02-11,0,
Africa,,2021-02-12,0,
Africa,,2021-02-13,0,
Africa,,2021-02-14,0,
Africa,,2021-02-15,0,
Africa,,2021-02-16,0,
Africa,,2021-02-17,0,
Africa,,2021-02-18,0,
Africa,,2021-02-19,0.17,
Africa,,2021-02-20,0.18,
Africa,,2021-02-21,0.18,
Africa,,2021-02-22,0.19,
Africa,,2021-02-23,0.2,
Africa,,2021-02-24,0.22,
Africa,,2021-02-25,0.24,
Africa,,2021-02-26,0.25,
Africa,,2021-02-27,0.26,
Africa,,2021-02-28,0.26,
Africa,,2021-03-01,0.27,
Africa,,2021-03-02,0.28,
Africa,,2021-03-03,0.28,
Africa,,2021-03-04,0.29,
Africa,,2021-03-05,0.3,
Africa,,2021-03-06,0.31,
Africa,,2021-03-07,0.31,
Africa,,2021-03-08,0.33,
Africa,,2021-03-09,0.34,
Africa,,2021-03-10,0.35,
Africa,,2021-03-11,0.36,
Africa,,2021-03-12,0.36,
Africa,,2021-03-13,0.37,
Africa,,2021-03-14,0.37,
Africa,,2021-03-15,0.38,
Africa,,2021-03-16,0.38,
Africa,,2021-03-17,0.38,
Africa,,2021-03-18,0.4,
Africa,,2021-03-19,0.4,
Africa,,2021-03-20,0.4,
Africa,,2021-03-21,0.41,
Africa,,2021-03-22,0.41,
Africa,,2021-03-23,0.41,
Africa,,2021-03-24,0.46,
Africa,,2021-03-25,0.46,
Africa,,2021-03-26,0.47,
Africa,,2021-03-27,0.49,
Africa,,2021-03-28,0.51,
Africa,,2021-03-29,0.51,
Africa,,2021-03-30,0.52,
Africa,,2021-03-31,0.54,
Africa,,2021-04-01,0.55,
Africa,,2021-04-02,0.56,
Africa,,2021-04-03,0.57,
Africa,,2021-04-04,0.57,
Africa,,2021-04-05,0.58,
Africa,,2021-04-06,0.6,
Africa,,2021-04-07,0.62,
Africa,,2021-04-08,0.67,
Africa,,2021-04-09,0.68,
Africa,,2021-04-10,0.69,
Africa,,2021-04-11,0.69,
Africa,,2021-04-12,0.7,
Africa,,2021-04-13,0.71,
Africa,,2021-04-14,0.73,
Africa,,2021-04-15,0.74,
Africa,,2021-04-16,0.75,
Africa,,2021-04-17,0.77,
Africa,,2021-04-18,0.81,
Africa,,2021-04-19,0.83,
Africa,,2021-04-20,0.84,
Africa,,2021-04-21,0.85,
Africa,,2021-04-22,0.86,
Africa,,2021-04-23,0.87,
Africa,,2021-04-24,0.87,
Africa,,2021-04-25,0.88,
Africa,,2021-04-26,0.88,
Africa,,2021-04-27,0.89,
Africa,,2021-04-28,0.96,
Africa,,2021-04-29,0.97,
Africa,,2021-04-30,0.98,
Africa,,2021-05-01,0.99,
Africa,,2021-05-02,0.99,
Africa,,2021-05-03,1,
Africa,,2021-05-04,1.02,
Africa,,2021-05-05,1.03,
Africa,,2021-05-06,1.04,
Africa,,2021-05-07,1.08,
Africa,,2021-05-08,1.09,
Africa,,2021-05-09,1.13,
Africa,,2021-05-10,1.16,
Africa,,2021-05-11,1.19,
Africa,,2021-05-12,1.25,
Africa,,2021-05-13,1.26,
Africa,,2021-05-14,1.27,
Africa,,2021-05-15,1.29,
Africa,,2021-05-16,1.3,
Africa,,2021-05-17,1.32,
Africa,,2021-05-18,1.37,
Africa,,2021-05-19,1.4,
Africa,,2021-05-20,1.43,
Africa,,2021-05-21,1.46,
Africa,,2021-05-22,1.51,
Africa,,2021-05-23,1.53,
Africa,,2021-05-24,1.56,
Africa,,2021-05-25,1.6,
Africa,,2021-05-26,1.61,
Africa,,2021-05-27,1.63,
Africa,,2021-05-28,1.64,
Africa,,2021-05-29,1.67,
Africa,,2021-05-30,1.69,
Africa,,2021-05-31,1.75,
Africa,,2021-06-01,1.79,
Africa,,2021-06-02,1.81,
Africa,,2021-06-03,1.83,
Africa,,2021-06-04,1.84,
Africa,,2021-06-05,1.85,
Africa,,2021-06-06,1.85,
Africa,,2021-06-07,1.87,
Africa,,2021-06-08,1.91,
Africa,,2021-06-09,1.95,
Africa,,2021-06-10,1.97,
Africa,,2021-06-11,1.98,
Africa,,2021-06-12,1.99,
Africa,,2021-06-13,1.99,
Africa,,2021-06-14,2.02,
Africa,,2021-06-15,2.04,
Africa,,2021-06-16,2.05,
Africa,,2021-06-17,2.06,
Africa,,2021-06-18,2.07,
Africa,,2021-06-19,2.07,
Africa,,2021-06-20,2.11,
Africa,,2021-06-21,2.13,
Africa,,2021-06-22,2.14,
Africa,,2021-06-23,2.17,
Africa,,2021-06-24,2.22,
Africa,,2021-06-25,2.24,
Africa,,2021-06-26,2.24,
Africa,,2021-06-27,2.25,
Africa,,2021-06-28,2.28,
Africa,,2021-06-29,2.3,
Africa,,2021-06-30,2.32,
Africa,,2021-07-01,2.33,
Africa,,2021-07-02,2.34,
Africa,,2021-07-03,2.35,
Africa,,2021-07-04,2.36,
Africa,,2021-07-05,2.41,
Africa,,2021-07-06,2.43,
Africa,,2021-07-07,2.44,
Africa,,2021-07-08,2.45,
Africa,,2021-07-09,2.47,
Africa,,2021-07-10,2.47,
Africa,,2021-07-11,2.48,
Africa,,2021-07-12,2.53,
Africa,,2021-07-13,2.55,
Africa,,2021-07-14,2.57,
Africa,,2021-07-15,2.62,
Africa,,2021-07-16,2.63,
Africa,,2021-07-17,2.64,
Africa,,2021-07-18,2.65,
Africa,,2021-07-19,2.7,
Africa,,2021-07-20,2.72,
Africa,,2021-07-21,2.73,
Africa,,2021-07-22,2.78,
Africa,,2021-07-23,2.8,
Africa,,2021-07-24,2.81,
Africa,,2021-07-25,2.83,
Africa,,2021-07-26,2.86,
Africa,,2021-07-27,2.93,
Africa,,2021-07-28,2.97,
Africa,,2021-07-29,3.02,
Africa,,2021-07-30,3.04,
Africa,,2021-07-31,3.05,
Africa,,2021-08-01,3.06,
Africa,,2021-08-02,3.11,
Africa,,2021-08-03,3.22,
Africa,,2021-08-04,3.24,
Africa,,2021-08-05,3.28,
Africa,,2021-08-06,3.29,
Africa,,2021-08-07,3.31,
Africa,,2021-08-08,3.35,
Africa,,2021-08-09,3.45,
Africa,,2021-08-10,3.48,
Africa,,2021-08-11,3.5,
Africa,,2021-08-12,3.58,
Africa,,2021-08-13,3.63,
Africa,,2021-08-14,3.65,
Africa,,2021-08-15,3.66,
Africa,,2021-08-16,3.78,
Africa,,2021-08-17,3.81,
Africa,,2021-08-18,3.86,
Africa,,2021-08-19,3.92,
Africa,,2021-08-20,4.22,
Africa,,2021-08-21,4.23,
Africa,,2021-08-22,4.24,
Africa,,2021-08-23,4.29,
Africa,,2021-08-24,4.33,
Africa,,2021-08-25,4.48,
Africa,,2021-08-26,4.5,
Africa,,2021-08-27,4.62,
Africa,,2021-08-28,4.65,
Africa,,2021-08-29,4.71,
Africa,,2021-08-30,4.74,
Africa,,2021-08-31,4.8,
Africa,,2021-09-01,4.9,
Africa,,2021-09-02,4.92,
Africa,,2021-09-03,4.94,
Africa,,2021-09-04,5.07,
Africa,,2021-09-05,5.18,
Africa,,2021-09-06,5.24,
Africa,,2021-09-07,5.26,
Africa,,2021-09-08,5.27,
Africa,,2021-09-09,5.33,
Africa,,2021-09-10,5.38,
Africa,,2021-09-11,5.42,
Africa,,2021-09-12,5.52,
Africa,,2021-09-13,5.54,
Africa,,2021-09-14,5.61,
Africa,,2021-09-15,5.7,
Africa,,2021-09-16,5.75,
Africa,,2021-09-17,5.76,
Africa,,2021-09-18,5.77,
Africa,,2021-09-19,5.89,
Africa,,2021-09-20,5.91,
Africa,,2021-09-21,5.95,
Africa,,2021-09-22,6.08,
Africa,,2021-09-23,6.21,
Africa,,2021-09-24,6.23,
Africa,,2021-09-25,6.29,
Africa,,2021-09-26,6.33,
Africa,,2021-09-27,6.42,
Africa,,2021-09-28,6.46,
Africa,,2021-09-29,6.47,
Africa,,2021-09-30,6.56,
Africa,,2021-10-01,6.58,
Africa,,2021-10-02,6.62,
Africa,,2021-10-03,6.64,
Africa,,2021-10-04,6.65,
Africa,,2021-10-05,6.67,
Africa,,2021-10-06,6.74,
Africa,,2021-10-07,6.85,
Africa,,2021-10-08,7.09,
Africa,,2021-10-09,7.12,
Africa,,2021-10-10,7.13,
Africa,,2021-10-11,7.15,
Africa,,2021-10-12,7.17,
Africa,,2021-10-13,7.24,
Africa,,2021-10-14,7.35,
Africa,,2021-10-15,7.39,
Africa,,2021-10-16,7.39,
Africa,,2021-10-17,7.56,
Africa,,2021-10-18,7.62,
Africa,,2021-10-19,7.66,
Africa,,2021-10-20,7.74,
Africa,,2021-10-21,7.87,
Africa,,2021-10-22,7.88,
Africa,,2021-10-23,8.02,
Africa,,2021-10-24,8.08,
Africa,,2021-10-25,8.1,
Africa,,2021-10-26,8.16,
Africa,,2021-10-27,8.18,
Africa,,2021-10-28,8.3,
Africa,,2021-10-29,8.42,
Africa,,2021-10-30,8.45,
Africa,,2021-10-31,8.55,
Africa,,2021-11-01,8.6,
Africa,,2021-11-02,8.65,
Africa,,2021-11-03,8.67,
Africa,,2021-11-04,8.81,
Africa,,2021-11-05,8.82,
Africa,,2021-11-06,8.9,
Africa,,2021-11-07,8.94,
Africa,,2021-11-08,8.96,
Africa,,2021-11-09,8.97,
Africa,,2021-11-10,9.22,
Africa,,2021-11-11,9.32,
Africa,,2021-11-12,9.34,
Africa,,2021-11-13,9.41,
Africa,,2021-11-14,9.44,
Africa,,2021-11-15,9.48,
Africa,,2021-11-16,9.49,
Africa,,2021-11-17,9.52,
Africa,,2021-11-18,9.66,
Africa,,2021-11-19,9.67,
Africa,,2021-11-20,9.83,
Africa,,2021-11-21,9.9,
Africa,,2021-11-22,9.95,
Africa,,2021-11-23,10.02,
Africa,,2021-11-24,10.15,
Africa,,2021-11-25,10.21,
Africa,,2021-11-26,10.28,
Africa,,2021-11-27,10.32,
Africa,,2021-11-28,10.48,
Africa,,2021-11-29,10.56,
Africa,,2021-11-30,10.64,
Africa,,2021-12-01,10.67,
Africa,,2021-12-02,10.75,
Africa,,2021-12-03,10.83,
Africa,,2021-12-04,10.95,
Africa,,2021-12-05,11.01,
Africa,,2021-12-06,11.2,
Africa,,2021-12-07,11.22,
Africa,,2021-12-08,11.37,
Africa,,2021-12-09,11.66,
Africa,,2021-12-10,11.69,
Africa,,2021-12-11,11.81,
Africa,,2021-12-12,11.89,
Africa,,2021-12-13,11.93,
Africa,,2021-12-14,12.03,
Africa,,2021-12-15,12.1,
Africa,,2021-12-16,12.13,
Africa,,2021-12-17,12.14,
Africa,,2021-12-18,12.22,
Africa,,2021-12-19,12.24,
Africa,,2021-12-20,12.51,
Africa,,2021-12-21,12.54,
Africa,,2021-12-22,12.61,
Africa,,2021-12-23,12.87,
Africa,,2021-12-24,12.96,
Africa,,2021-12-25,12.96,
Africa,,2021-12-26,13.02,
Africa,,2021-12-27,13.07,
Africa,,2021-12-28,13.33,
Africa,,2021-12-29,13.34,
Africa,,2021-12-30,13.38,
Africa,,2021-12-31,13.57,
Africa,,2022-01-01,13.6,
Africa,,2022-01-02,13.62,
Africa,,2022-01-03,13.64,
Africa,,2022-01-04,13.82,
Africa,,2022-01-05,13.84,
Africa,,2022-01-06,13.9,
Africa,,2022-01-07,13.93,
Africa,,2022-01-08,14,
Africa,,2022-01-09,14.09,
Africa,,2022-01-10,14.35,
Africa,,2022-01-11,14.35,
Africa,,2022-01-12,14.38,
Africa,,2022-01-13,14.41,
Africa,,2022-01-14,14.46,
Africa,,2022-01-15,14.54,
Africa,,2022-01-16,14.58,
Africa,,2022-01-17,14.71,
Africa,,2022-01-18,14.8,
Africa,,2022-01-19,14.87,
Africa,,2022-01-20,14.88,
Africa,,2022-01-21,15.02,
Africa,,2022-01-22,15.06,
Africa,,2022-01-23,15.17,
Africa,,2022-01-24,15.21,
Africa,,2022-01-25,15.21,
Africa,,2022-01-26,15.25,
Africa,,2022-01-27,15.27,
Africa,,2022-01-28,15.33,
Africa,,2022-01-29,15.39,
Africa,,2022-01-30,15.43,
Africa,,2022-01-31,15.46,
Africa,,2022-02-01,15.47,
Africa,,2022-02-02,15.59,
Africa,,2022-02-03,15.6,
Africa,,2022-02-04,15.63,
Africa,,2022-02-05,15.65,
Africa,,2022-02-06,15.73,
Africa,,2022-02-07,15.87,
Africa,,2022-02-08,15.89,
Africa,,2022-02-09,15.95,
Africa,,2022-02-10,16.01,
Africa,,2022-02-11,16.05,
Africa,,2022-02-12,16.06,
Africa,,2022-02-13,16.08,
Africa,,2022-02-14,16.09,
Africa,,2022-02-15,16.28,
Africa,,2022-02-16,16.33,
Africa,,2022-02-17,16.39,
Africa,,2022-02-18,16.5,
Africa,,2022-02-19,16.67,
Africa,,2022-02-20,16.85,
Africa,,2022-02-21,17.18,
Africa,,2022-02-22,17.31,
Africa,,2022-02-23,17.36,
Africa,,2022-02-24,17.47,
Africa,,2022-02-25,17.59,
Africa,,2022-02-26,17.71,
Africa,,2022-02-27,17.88,
Africa,,2022-02-28,17.93,
Africa,,2022-03-01,17.97,
Africa,,2022-03-02,18.04,
Africa,,2022-03-03,18.04,
Africa,,2022-03-04,18.1,
Africa,,2022-03-05,18.24,
Africa,,2022-03-06,18.3,
Africa,,2022-03-07,18.31,
Africa,,2022-03-08,18.38,
Africa,,2022-03-09,18.48,
Africa,,2022-03-10,18.5,
Africa,,2022-03-11,18.54,
Africa,,2022-03-12,18.54,
Africa,,2022-03-13,18.71,
Africa,,2022-03-14,18.72,
Africa,,2022-03-15,18.92,
Africa,,2022-03-16,18.93,
Africa,,2022-03-17,18.97,
Africa,,2022-03-18,19.05,
Africa,,2022-03-19,19.06,
Africa,,2022-03-20,19.13,
Africa,,2022-03-21,19.16,
Africa,,2022-03-22,19.17,
Africa,,2022-03-23,19.2,
Africa,,2022-03-24,19.28,
Africa,,2022-03-25,19.31,
Africa,,2022-03-26,19.31,
Africa,,2022-03-27,19.45,
Africa,,2022-03-28,19.46,
Africa,,2022-03-29,19.52,
Africa,,2022-03-30,19.53,
Africa,,2022-03-31,19.58,
Africa,,2022-04-01,19.62,
Africa,,2022-04-02,19.63,
Africa,,2022-04-03,19.63,
Africa,,2022-04-04,19.66,
Africa,,2022-04-05,19.66,
Africa,,2022-04-06,19.67,
Africa,,2022-04-07,19.8,
Africa,,2022-04-08,19.81,
Africa,,2022-04-09,19.9,
Africa,,2022-04-10,19.98,
Africa,,2022-04-11,19.98,
Africa,,2022-04-12,20.04,
Africa,,2022-04-13,20.04,
Africa,,2022-04-14,20.04,
Africa,,2022-04-15,20.04,
Africa,,2022-04-16,20.05,
Africa,,2022-04-17,20.05,
Africa,,2022-04-18,20.05,
Africa,,2022-04-19,20.05,
Africa,,2022-04-20,20.05,
Africa,,2022-04-21,20.05,
Africa,,2022-04-22,20.05,
Africa,,2022-04-23,20.08,
Africa,,2022-04-24,20.1,
Africa,,2022-04-25,20.11,
Africa,,2022-04-26,20.71,
Africa,,2022-04-27,20.71,
Africa,,2022-04-28,20.71,
Africa,,2022-04-29,20.72,
Africa,,2022-04-30,20.73,
Africa,,2022-05-01,20.87,
Africa,,2022-05-02,20.87,
Africa,,2022-05-03,20.87,
Africa,,2022-05-04,20.87,
Africa,,2022-05-05,20.87,
Africa,,2022-05-06,20.88,
Africa,,2022-05-07,20.88,
Africa,,2022-05-08,21.31,
Africa,,2022-05-09,21.31,
Africa,,2022-05-10,21.31,
Africa,,2022-05-11,21.31,
Africa,,2022-05-12,21.32,
Africa,,2022-05-13,21.32,
Africa,,2022-05-14,21.33,
Africa,,2022-05-15,21.37,
Africa,,2022-05-16,21.37,
Africa,,2022-05-17,21.37,
Africa,,2022-05-18,21.38,
Africa,,2022-05-19,21.38,
Africa,,2022-05-20,21.38,
Africa,,2022-05-21,21.38,
Africa,,2022-05-22,21.57,
Africa,,2022-05-23,21.57,
Africa,,2022-05-24,21.57,
Africa,,2022-05-25,21.57,
Africa,,2022-05-26,21.58,
Africa,,2022-05-27,21.58,
Africa,,2022-05-28,21.58,
Africa,,2022-05-29,21.63,
Africa,,2022-05-30,21.76,
Africa,,2022-05-31,21.77,
Africa,,2022-06-01,21.77,
Africa,,2022-06-02,21.77,
Africa,,2022-06-03,21.78,
Africa,,2022-06-04,21.78,
Africa,,2022-06-05,21.94,
Africa,,2022-06-06,21.94,
Africa,,2022-06-07,21.94,
Africa,,2022-06-08,21.94,
Africa,,2022-06-09,21.94,
Africa,,2022-06-10,21.94,
Africa,,2022-06-11,21.94,
Africa,,2022-06-12,21.94,
Africa,,2022-06-13,21.96,
Africa,,2022-06-14,21.96,
Africa,,2022-06-15,21.96,
Africa,,2022-06-16,21.96,
Africa,,2022-06-17,21.96,
Africa,,2022-06-18,21.96,
Africa,,2022-06-19,22.56,
Africa,,2022-06-20,22.56,
Africa,,2022-06-21,22.56,
Africa,,2022-06-22,22.56,
Africa,,2022-06-23,22.56,
Africa,,2022-06-24,22.56,
Africa,,2022-06-25,22.56,
Africa,,2022-06-26,22.77,
Africa,,2022-06-27,22.8,
Africa,,2022-06-28,22.81,
Africa,,2022-06-29,22.96,
Africa,,2022-06-30,22.96,
Africa,,2022-07-01,22.96,
Africa,,2022-07-02,22.96,
Africa,,2022-07-03,23.2,
Africa,,2022-07-04,23.2,
Africa,,2022-07-05,23.23,
Africa,,2022-07-06,23.23,
Africa,,2022-07-07,23.23,
Africa,,2022-07-08,23.23,
Africa,,2022-07-09,23.23,
Africa,,2022-07-10,23.9,
Africa,,2022-07-11,23.9,
Africa,,2022-07-12,23.9,
Africa,,2022-07-13,23.9,
Africa,,2022-07-14,23.9,
Africa,,2022-07-15,23.9,
Africa,,2022-07-16,23.91,
Africa,,2022-07-17,24.27,
Africa,,2022-07-18,24.27,
Africa,,2022-07-19,24.31,
Africa,,2022-07-20,24.31,
Africa,,2022-07-21,24.31,
Africa,,2022-07-22,24.31,
Africa,,2022-07-23,24.31,
Africa,,2022-07-24,24.48,
Africa,,2022-07-25,24.48,
Africa,,2022-07-26,24.48,
Africa,,2022-07-27,24.51,
Africa,,2022-07-28,24.51,
Africa,,2022-07-29,24.51,
Africa,,2022-07-30,24.51,
Africa,,2022-07-31,25.48,
Africa,,2022-08-01,25.48,
Africa,,2022-08-02,25.48,
Africa,,2022-08-03,25.48,
Africa,,2022-08-04,25.48,
Africa,,2022-08-05,25.48,
Africa,,2022-08-06,25.48,
Africa,,2022-08-07,26.21,
Africa,,2022-08-08,26.21,
Africa,,2022-08-09,26.21,
Africa,,2022-08-10,26.21,
Africa,,2022-08-11,26.21,
Africa,,2022-08-12,26.21,
Africa,,2022-08-13,26.21,
Africa,,2022-08-14,26.6,
Africa,,2022-08-15,26.62,
Africa,,2022-08-16,26.63,
Africa,,2022-08-17,26.63,
Africa,,2022-08-18,26.63,
Africa,,2022-08-19,26.63,
Africa,,2022-08-20,26.63,
Africa,,2022-08-21,26.95,
Africa,,2022-08-22,26.95,
Africa,,2022-08-23,26.95,
Africa,,2022-08-24,26.95,
Africa,,2022-08-25,26.96,
Africa,,2022-08-26,26.96,
Africa,,2022-08-27,26.96,
Africa,,2022-08-28,27.13,
Africa,,2022-08-29,27.13,
Africa,,2022-08-30,27.14,
Africa,,2022-08-31,27.14,
Africa,,2022-09-01,27.14,
Africa,,2022-09-02,27.14,
Africa,,2022-09-03,27.14,
Africa,,2022-09-04,27.6,
Africa,,2022-09-05,27.6,
Africa,,2022-09-06,27.6,
Africa,,2022-09-07,27.6,
Africa,,2022-09-08,27.6,
Africa,,2022-09-09,27.6,
Africa,,2022-09-10,27.6,
Africa,,2022-09-11,27.66,
Africa,,2022-09-12,27.68,
Africa,,2022-09-13,27.68,
Africa,,2022-09-14,27.68,
Africa,,2022-09-15,27.68,
Africa,,2022-09-16,27.68,
Africa,,2022-09-17,27.68,
Africa,,2022-09-18,28.05,
Africa,,2022-09-19,28.05,
Africa,,2022-09-20,28.05,
Africa,,2022-09-21,28.05,
Africa,,2022-09-22,28.05,
Africa,,2022-09-23,28.05,
Africa,,2022-09-24,28.05,
Africa,,2022-09-25,28.36,
Africa,,2022-09-26,28.36,
Africa,,2022-09-27,28.37,
Africa,,2022-09-28,28.37,
Africa,,2022-09-29,28.38,
Africa,,2022-09-30,28.38,
Africa,,2022-10-01,28.38,
Africa,,2022-10-02,28.51,
Africa,,2022-10-03,28.51,
Africa,,2022-10-04,28.51,
Africa,,2022-10-05,28.51,
Africa,,2022-10-06,28.51,
Africa,,2022-10-07,28.51,
Africa,,2022-10-08,28.51,
Africa,,2022-10-09,29.14,
Africa,,2022-10-10,29.14,
Africa,,2022-10-11,29.21,
Africa,,2022-10-12,29.21,
Africa,,2022-10-13,29.21,
Africa,,2022-10-14,29.21,
Africa,,2022-10-15,29.21,
Africa,,2022-10-16,29.77,
Africa,,2022-10-17,29.77,
Africa,,2022-10-18,29.77,
Africa,,2022-10-19,29.77,
Africa,,2022-10-20,29.83,
Africa,,2022-10-21,29.83,
Africa,,2022-10-22,29.83,
Africa,,2022-10-23,29.98,
Africa,,2022-10-24,29.98,
Africa,,2022-10-25,29.98,
Africa,,2022-10-26,29.98,
Africa,,2022-10-27,29.98,
Africa,,2022-10-28,29.98,
Africa,,2022-10-29,29.98,
Africa,,2022-10-30,30.57,
Africa,,2022-10-31,30.57,
Africa,,2022-11-01,30.57,
Africa,,2022-11-02,30.57,
Africa,,2022-11-03,30.57,
Africa,,2022-11-04,30.57,
Africa,,2022-11-05,30.58,
Africa,,2022-11-06,30.81,
